Column,Código,Carpeta,Expediente,Tipo documental,Título,Descripción,Autor,Fecha inicial,Fecha final,B/N o Color,Dimensiones,Observaciones,publicable,Número de imágenes,Personajes,img,Column2,Column3,Formato,ruta_doc,doc_existe,ruta_alta,alta_existe,ruta_media,media_existe,archivos_media,ruta_baja,baja_existe,ruta_mini,mini_existe,urls
1090,HD_CP02_EXP13_NEG02_FOT01,CP02,EXP13,Negativo,,Fotografía en estudio de Belarmina Giraldo y Nelly Díaz. Belermina y su hija Nelly emanan íntimidad.,Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,"Belarmina Giraldo, Nelly Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT01/MEDIA/CP02_EXP13_NEG02_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/CP02_EXP13_NEG02_FOT01.jpg
1091,HD_CP02_EXP13_NEG02_FOT02,CP02,EXP13,Negativo,,Fotografía en estudio de Belarmina Giraldo y Nelly Díaz. Belermina y su hija Nelly emanan íntimidad.,Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,"Belarmina Giraldo, Nelly Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT02/MEDIA/CP02_EXP13_NEG02_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/CP02_EXP13_NEG02_FOT02.jpg
1092,HD_CP02_EXP13_NEG02_FOT03,CP02,EXP13,Negativo,,Fotografía en estudio de Belarmina Giraldo y Nelly Díaz. Belermina y su hija Nelly emanan íntimidad.,Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,"Belarmina Giraldo, Nelly Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT03/MEDIA/CP02_EXP13_NEG02_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/CP02_EXP13_NEG02_FOT03.jpg
1093,HD_CP02_EXP13_NEG02_FOT04,CP02,EXP13,Negativo,,Fotografía en estudio de Belarmina Giraldo y Nelly Díaz. Belermina y su hija Nelly emanan íntimidad.,Hernán Díaz ,,,Blanco y negro,120 mm,,1,1,"Belarmina Giraldo, Nelly Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT04/MEDIA/CP02_EXP13_NEG02_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG02/HD_CP02_EXP13_NEG02_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/CP02_EXP13_NEG02_FOT04.jpg
1094,HD_CP02_EXP13_NEG03_FOT01,CP02,EXP13,Negativo,,Fotografía en estudio de Belarmina Giraldo y Nelly Díaz. Belermina y su hija Nelly emanan íntimidad.,Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,"Belarmina Giraldo, Nelly Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT01/MEDIA/CP02_EXP13_NEG03_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/CP02_EXP13_NEG03_FOT01.jpg
1095,HD_CP02_EXP13_NEG03_FOT02,CP02,EXP13,Negativo,,Fotografía en estudio de Belarmina Giraldo y Nelly Díaz. Belermina y su hija Nelly emanan íntimidad.,Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,"Belarmina Giraldo, Nelly Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT02/MEDIA/CP02_EXP13_NEG03_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG03/HD_CP02_EXP13_NEG03_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/CP02_EXP13_NEG03_FOT02.jpg
1096,HD_CP02_EXP13_NEG04_FOT01,CP02,EXP13,Negativo,,Fotografía en estudio de Belarmina Giraldo y Nelly Díaz. Belermina y su hija Nelly emanan íntimidad.,Hernán Díaz ,,,Blanco y negro,120 mm,"Este archivo no se encuentra en la NAS, aunque al archivo fue descrito y puede ser publicado",1,1,"Belarmina Giraldo, Nelly Díaz",,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG04/HD_CP02_EXP13_NEG04_FOT01,0,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG04/HD_CP02_EXP13_NEG04_FOT01/ALTA,0,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG04/HD_CP02_EXP13_NEG04_FOT01/MEDIA/,0,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG04/HD_CP02_EXP13_NEG04_FOT01/BAJA,0,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP13/HD_CP02_EXP13_NEG04/HD_CP02_EXP13_NEG04_FOT01/MINI,0,
1097,HD_CP02_EXP14_HC01,CP02,EXP14,Hoja de contacto,,,,,,Blanco y negro,Hoja de contacto,,0,1,,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_HC01,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_HC01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_HC01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_HC01/MEDIA/HD_CP02_EXP14_HC01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_HC01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_HC01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_HC01.jpg
1098,HD_CP02_EXP14_NEG01_FOT01,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros. ",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT01/MEDIA/HD_CP02_EXP14_NEG01_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG01_FOT01.jpg
1099,HD_CP02_EXP14_NEG01_FOT02,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros. ",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT02/MEDIA/HD_CP02_EXP14_NEG01_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG01_FOT02.jpg
1100,HD_CP02_EXP14_NEG01_FOT03,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros. ",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT03/MEDIA/HD_CP02_EXP14_NEG01_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG01_FOT03.jpg
1101,HD_CP02_EXP14_NEG01_FOT04,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros. ",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT04/MEDIA/HD_CP02_EXP14_NEG01_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG01_FOT04.jpg
1102,HD_CP02_EXP14_NEG01_FOT05,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros. ",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT05,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT05/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT05/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT05/MEDIA/HD_CP02_EXP14_NEG01_FOT05.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT05/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG01/HD_CP02_EXP14_NEG01_FOT05/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG01_FOT05.jpg
1104,HD_CP02_EXP14_NEG02_FOT01,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros.",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT01/MEDIA/HD_CP02_EXP14_NEG02_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG02_FOT01.jpg
1105,HD_CP02_EXP14_NEG02_FOT02,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros.",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT02,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT02/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT02/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT02/MEDIA/HD_CP02_EXP14_NEG02_FOT02.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT02/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT02/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG02_FOT02.jpg
1106,HD_CP02_EXP14_NEG02_FOT03,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros.",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT03,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT03/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT03/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT03/MEDIA/HD_CP02_EXP14_NEG02_FOT03.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT03/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT03/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG02_FOT03.jpg
1107,HD_CP02_EXP14_NEG02_FOT04,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros.",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT04,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT04/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT04/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT04/MEDIA/HD_CP02_EXP14_NEG02_FOT04.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT04/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG02/HD_CP02_EXP14_NEG02_FOT04/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG02_FOT04.jpg
1108,HD_CP02_EXP14_NEG03_FOT01,CP02,EXP14,Negativo,,"Fotografía de Belarmina Giraldo sentada al frente de un mueble. Lleva gafas y un rosario que cuelga del cuello. En el mueble hay una lámpara, un porta retratos, un florero y un par de libros.",Hernán Díaz ,,,Blanco y negro,120 mm,Este archivo fue seleccionado para NO ser publicado.,0,1,Belarmina Giraldo ,,,,,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG03/HD_CP02_EXP14_NEG03_FOT01,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG03/HD_CP02_EXP14_NEG03_FOT01/ALTA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG03/HD_CP02_EXP14_NEG03_FOT01/MEDIA/,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG03/HD_CP02_EXP14_NEG03_FOT01/MEDIA/HD_CP02_EXP14_NEG03_FOT01.jpg,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG03/HD_CP02_EXP14_NEG03_FOT01/BAJA,1,/Volumes/Hernan_Diaz/HD/HD_CP02/HD_CP02_EXP14/HD_CP02_EXP14_NEG03/HD_CP02_EXP14_NEG03_FOT01/MINI,1,http://badac.uniandes.edu.co/files/hd/HD_CP02_EXP14_NEG03_FOT01.jpg
